Number of Methods,depthOfInheritanceTree,Number of Children ,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Number of Public Methods,Efferent Couplings,Lack of Cohesion in Methods 3,Lines of Code,Data Access Metric,Measure of Agregation,Measure of Funcional Abstraction,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC,Class Complexity CKJM,Flags,Class Complexity,Sum Complex,Average Complex,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
11,1,0,7,39,53,0,8,7,0.7308,3405,0.9231,0,0,0.4667,0,0,307.3636,16.18181818,101,1,18.18181818,0.947867299,0.2,167,83.5,10,229.2,444.7770478,2292,5,1314,246,480.9571475,2460,4,1421,19.6,33.25390537,196,2,112,38.8,66.70632154,388,4,224,1.6,1.577621275,16,1,6,2.3,0.483045892,23,2,3,14.11234037,23.51441651,141.1234037,2,79.54860542,10.82056611,16.47576538,108.2056611,3.618033989,57.03669206,6.959536213,8.911322438,69.59536213,2.618033989,32.03333333,0.106365256,0.133361251,1.063652563,5.73614E-05,0.381966011,0.106365256,0.133361251,1.063652563,5.73614E-05,0.381966011,3.861029897,7.587287419,38.61029897,0.013378781,25.00335873,2.90780782,1.805498906,29.0780782,1.732050808,7.617748063,2.215114192,1.31924514,22.15114192,1,5.659799873,-2.777502951,1.795876573,-27.77502951,-7.617747577,-1.732050808,-2.213318637,1.319250058,-22.13318637,-5.659799874,-1,0.692693628,0.614608954,6.926936277,0.012828124,1.95794819,1.450501727,0.065119328,14.50501727,1.414213562,1.622214211,1.233158801,0.08014529,12.33158801,1.092820323,1.348971588,1.960664076,0.275607446,19.60664076,1.6,2.5,2,0,20,2,2,0.662054475,0.480070125,6.620544747,0.204029709,1.798947742,9.3,16.68698761,93,2,56,1,0,10,1,1,0.147107658,0.145113833,1.471076578,0.001647267,0.4,1,0,10,1,1,1.183444696,0.297806985,11.83444696,1,1.742105263,0.017857143,0.056469244,0.178571429,0,0.178571429,0.028846154,0.091219548,0.288461538,0,0.288461538
11,1,0,6,52,0,0,8,6,0.48,1312,0.9,0,0,0.36,0,0,117.3636,5.181818182,30,1,9.090909091,0,0.1,31,31,10,177.2,268.0123546,1772,23,912,180.8,277.2306701,1808,22,941,43.9,41.31841128,439,11,151,85.1,84.00059524,851,22,302,5.2,10.28267151,52,1,34,2.5,0.707106781,25,2,4,30.33691915,29.34425322,303.3691915,8,107.1456684,4.587686631,0.505181283,45.87686631,3.981371892,5.485723905,4.505522405,0.421022883,45.05522405,3.925834575,5.020570725,0.004795237,0.005710986,0.047952369,5.59684E-05,0.018628108,0.004795237,0.005710986,0.047952369,5.59684E-05,0.018628108,0.082164227,0.14490293,0.821642269,9.76996E-15,0.46515318,2.171733084,0.150709715,21.71733084,1.982889723,2.392920575,2.136365433,0.144217707,21.36365433,1.931851653,2.347583009,-2.170829768,0.149708066,-21.70829768,-2.392831267,-1.982889723,-2.138502173,0.145461674,-21.38502173,-2.347583009,-1.931851653,0.035367651,0.035117568,0.353676512,1.78524E-13,0.120961274,1.424635074,0.010977543,14.24635074,1.414213562,1.442980173,1.2684606,0.015503184,12.684606,1.239743625,1.287665513,1.999830739,0.049779429,19.99830739,1.913043478,2.063596491,2,0,20,2,2,0.262354829,0.067152852,2.623548294,0.184059224,0.410414079,2.8,0.632455532,28,2,4,1,0,10,1,1,0.029862812,0.023884036,0.298628118,0.002265199,0.086956522,1,0,10,1,1,1.220055546,0.279698391,12.20055546,1,1.794890781,0,0,0,0,0,0,0,0,0,0
18,0,0,13,98,53,0,11,13,0.7802,2812,0.9474,0,0,0.1912,0,0,154.1667,6.333333333,59,1,11.11111111,8.860759494,0.454545455,313,62.6,11,302.6363636,565.7291353,3329,5,1876,330.1818182,578.089408,3632,4,1935,35.81818182,49.35750841,394,2,169,63.27272727,84.69249189,696,4,284,13.63636364,28.78636041,150,1,91,11.90909091,32.20389587,131,2,109,23.21331843,32.51572788,255.3465027,2,109.3875622,24.13718273,33.46735799,265.50901,3.618033989,97.00032905,4.596056804,1.271802655,50.55662484,2.618033989,6.333254323,0.086641344,0.148733722,0.95305478,7.37523E-05,0.381966011,0.086641344,0.148733722,0.95305478,7.37523E-05,0.381966011,19.54112593,32.63460699,214.9523852,0.027651491,90.66707473,4.334381466,3.626476708,47.67819612,1.732050808,11.31686997,1.962301458,0.528213292,21.58531604,1,2.505726181,-3.61185451,2.406390938,-39.73039961,-8.319214362,-1.732050808,-1.951439523,0.516742902,-21.46583475,-2.505720863,-1,2.372080008,3.441548923,26.09288008,0.059603152,9.04255843,1.533933038,0.194757071,16.87326341,1.414213562,1.929542762,1.26888648,0.107289339,13.95775129,1.092820323,1.412871464,2.280141212,0.713949713,25.08155333,1.6,3.699115044,2.181818182,0.404519917,24,2,3,2.115465072,3.135159746,23.27011579,0.188982237,8.965095964,23.09090909,34.38736554,254,2,98,1,0,11,1,1,0.109260722,0.154241955,1.201867946,0.001100213,0.4,1,0,11,1,1,1.465134921,0.458035814,16.11648414,1,2.219026549,0.115856037,0.211951871,1.274416408,0,0.555348548,0.020905613,0.036496327,0.229961744,0,0.089802131
43,1,0,11,96,399,0,15,11,0.8661,4701,1,0,0,0.2116,0,0,107.9535,5.651162791,26,1,13.95348837,0,0.214285714,352,39.11111111,42,151.5714286,194.0083155,6366,5,740,160.4285714,212.8188446,6738,4,920,32.5,36.35747315,1365,2,155,57.4047619,62.38787387,2411,4,277,9.642857143,20.20845202,405,1,102,3.142857143,4.786013304,132,2,33,21.90867878,23.14190769,920.164509,2,93,7.219061695,8.985522042,303.2005912,3.618033989,56.00101099,5.549224479,7.374487116,233.0674281,2.618033989,52.00117768,0.040507985,0.097496337,1.701335358,0.000127704,0.381966011,0.040507985,0.097496337,1.701335358,0.000127704,0.381966011,1.669837216,4.44159024,70.13316308,5.81709E-06,21.01933505,2.602422088,1.297457828,109.3017277,1.732050808,8.493907953,2.190115048,1.011118174,91.98483202,1,8.222950652,-2.416204935,0.808298615,-101.4806073,-6.495472254,-1.732050808,-2.142370814,0.726968727,-89.97957419,-6.224793342,-1,0.41230704,0.846819463,17.31689566,0.000380355,3.789056846,1.443706782,0.036820553,60.63568485,1.414213562,1.577926218,1.261985933,0.054833484,53.00340917,1.092820323,1.336709673,2.016900783,0.173978971,84.70983289,1.6,2.486486486,2,0,84,2,2,0.501596855,0.543762064,21.06706793,0.084665652,2.993647958,5.571428571,9.176169712,234,2,55,1,0,42,1,1,0.068711963,0.102519072,2.885902434,0.003104283,0.4,1,0,42,1,1,1.405498912,0.339258784,59.0309543,1,1.981629668,0.00961504,0.032913575,0.403831665,0,0.137227159,0.011290424,0.036164114,0.474197812,0,0.144827586
14,1,0,0,32,49,0,13,0,0.3558,499,1,0,0,0.4048,0,0,34.0714,5.071428571,23,1,14.28571429,3.278688525,0.285714286,522,130.5,14,61.42857143,83.53139832,860,5,255,97.5,165.7967941,1365,4,566,6.571428571,6.548215091,92,2,27,12.85714286,12.78735639,180,4,53,1.428571429,0.851630627,20,1,4,2.071428571,0.267261242,29,2,3,4.54414855,4.107565603,63.6180797,2,18.33333333,32.51857657,68.08832173,455.260072,3.618033989,239.0000532,11.27021827,13.51448766,157.7830558,2.618033989,42.00546874,0.138156543,0.113445707,1.9341916,0.003383683,0.381966011,0.138156543,0.113445707,1.9341916,0.003383683,0.381966011,21.2483583,56.51014729,297.4770162,8.11671E-06,196.9945844,4.217480529,4.784613278,59.0447274,1.732050808,17.0770199,2.680643704,1.914545835,37.52901185,1,6.724722058,-3.845342566,3.882184604,-53.83479592,-14.43136385,-1.732050808,-2.471800628,1.537800031,-34.60520879,-5.097490655,-1,1.536836825,3.185085459,21.51571555,0.002265728,10.35229784,1.525241855,0.23210654,21.35338596,1.414213562,2.111088088,1.227177779,0.108371521,17.18048891,1.092820323,1.458536973,2.204824743,0.889969582,30.86754641,1.6,4.439215686,2.142857143,0.36313652,30,2,3,2.451639774,4.435226413,34.32295684,0.190625877,14.92669857,30.92857143,68.35367784,433,2,238,1,0,14,1,1,0.171563314,0.133198862,2.401886402,0.014250458,0.4,1,0,14,1,1,1.320876323,0.492285588,18.49226853,1,2.20117825,0.084105092,0.214649315,1.17747129,0,0.637614483,0.007107258,0.018725165,0.099501615,0,0.062302925
14,1,0,5,57,0,0,2,5,0.7902,1440,1,0,0,0.3143,0,0,101.0714,8.357142857,44,1,14.28571429,0,0.142857143,73,36.5,14,149.1428571,208.9066251,2088,17,773,155.5714286,221.258538,2178,16,815,25.85714286,17.38194086,362,6,70,49.92857143,35.41721504,699,12,140,3.071428571,6.330199726,43,1,25,2.5,0.940539943,35,2,5,18.82688451,14.42325019,263.5763832,4.970588235,61.12286429,7.001818826,5.501189182,98.02546357,3.993514616,25.04545437,4.771142429,0.909623685,66.79599401,3.808882038,7.2,0.009933217,0.014026258,0.139065043,0.000196711,0.054965553,0.009933217,0.014026258,0.139065043,0.000196711,0.054965553,2.230676397,4.759829479,31.22946956,1.77636E-14,17.84545437,2.599391414,0.825532983,36.3914798,1.993834667,5.00887568,2.180280456,0.231715836,30.52392639,1.824881568,2.683286982,-2.524155393,0.795079389,-35.3381755,-5.00887568,-1.993834667,-2.173352348,0.227508656,-30.42693288,-2.683282554,-1.824881568,0.419110958,0.652467328,5.867553411,0.002537584,2.325588698,1.440305256,0.024500567,20.16427359,1.414213562,1.49575671,1.273475883,0.022407927,17.82866237,1.218726945,1.309909826,2.041774596,0.086036784,28.58484434,1.882352941,2.2,2,0,28,2,2,0.447340247,0.253842322,6.262763458,0.136070765,1.078005183,5.5,5.721081124,77,2,24,1,0,14,1,1,0.033262036,0.028049187,0.465668505,0.002731435,0.117647059,1,0,14,1,1,1.35945718,0.368420031,19.03240051,1,1.969763276,0.003492063,0.013066105,0.048888889,0,0.048888889,0.00921659,0.034485322,0.129032258,0,0.129032258
28,0,0,17,142,114,0,15,17,0.8512,5187,0.9831,0,0,0.15,0,0,182.1429,7.107142857,23,1,25,6.779661017,0.285714286,230,28.75,28,244,274.2098412,6832,3,1003,252.9642857,276.1576954,7083,2,1005,65.64285714,114.8316688,1838,1,462,124.5,230.0198864,3486,2,924,11.57142857,21.85377088,324,1,75,3.214285714,3.583471758,90,2,21,45.51539735,80.63936282,1274.431126,1.333333333,322.0362342,9.932028314,18.52939808,278.0967928,3,102.0002971,4.601078879,1.613173054,128.8302086,1,8.203454374,0.119725217,0.311624279,3.352306076,1.00349E-05,1,0.119725217,0.311624279,3.352306076,1.00349E-05,1,5.330949435,18.3035098,149.2665842,4.44089E-15,96.41774962,2.82340588,1.769596963,79.05536464,1.414213562,11.09373113,2.004060737,0.753146139,56.11370063,9.7795E-17,2.913708354,-2.698950544,1.439559947,-75.57061522,-9.114334561,-1.414213562,-1.998355657,0.745488075,-55.95395841,-2.9127537,9.7795E-17,0.819345143,1.730708453,22.94166401,7.61326E-10,8.94916461,1.456158242,0.101345276,40.77243077,1.414213562,1.962959757,1.247913751,0.111811298,34.94158503,0.942809042,1.422790465,2.03603513,0.418883739,57.00898365,1.333333333,3.818181818,1.928571429,0.377964473,54,1,3,0.729767767,1.707029878,20.43349748,0.08926428,9.358489075,8.464285714,18.64777247,237,2,101,1,0,28,1,1,0.094265743,0.204430424,2.639440817,0.001999988,0.666666667,1,0,28,1,1,1.458369582,0.372382836,40.8343483,1,1.97381151,0.022210032,0.112774343,0.621880898,0,0.597149715,0.004919149,0.018402387,0.137736169,0,0.081818182
3,1,0,1,19,3,0,2,1,1,232,1,0,0,0.5,0,0,75.3333,6,15,1,33.33333333,0,0.5,76,76,2,135,181.019336,270,7,263,171.5,234.0523446,343,6,337,10,9.899494937,20,3,17,20,19.79898987,40,6,34,1,0,2,1,1,2.5,0.707106781,5,2,3,6.77611045,5.811631132,13.5522209,2.666666667,10.88555423,33.40136576,41.85991255,66.80273152,3.801937736,63.00079378,10.65473977,10.4761549,21.30947955,3.246979604,18.06249994,0.101762755,0.136188072,0.203525509,0.005463245,0.198062264,0.101762755,0.136188072,0.203525509,0.005463245,0.198062264,22.74662598,31.38375765,45.49325197,0.554958132,44.93829384,5.378470923,4.993180595,10.75694185,1.847759065,8.909182781,2.83209314,2.005184529,5.664186281,1.414213562,4.249972718,-4.411785372,3.626080778,-8.823570744,-6.975811679,-1.847759065,-2.832093027,2.005184368,-5.664186053,-4.249972491,-1.414213562,2.546377783,2.987996066,5.092755566,0.433545503,4.659210063,1.509060502,0.134133829,3.018121005,1.414213562,1.603907442,1.23630938,0.121114598,2.47261876,1.150668426,1.321950333,2.138511678,0.599946112,4.277023357,1.714285714,2.562737643,2,0,4,2,2,2.152852138,2.354527132,4.305704277,0.487950036,3.81775424,32,42.42640687,64,2,62,1,0,2,1,1,0.147747864,0.195113985,0.295495727,0.009781441,0.285714286,1,0,2,1,1,1.458769918,0.648798641,2.917539837,1,1.917539837,0.076105949,0.107630065,0.152211898,0,0.152211898,0.036945813,0.05224927,0.073891626,0,0.073891626
2,1,0,2,5,1,0,2,2,2,64,0,0,0,0.5,0,0,31,6.5,12,1,50,0,0,0,0,2,56,69.29646456,112,7,105,55,69.29646456,110,6,104,16.5,19.09188309,33,3,30,33,38.18376618,66,6,60,1,0,2,1,1,2.5,0.707106781,5,2,3,12.19450549,13.47439889,24.38901099,2.666666667,21.72234432,4.170874612,0.521755533,8.341749223,3.801937736,4.539811487,3.891324008,0.911240595,7.782648016,3.246979604,4.535668412,0.099831943,0.138918652,0.199663886,0.001601622,0.198062264,0.099831943,0.138918652,0.199663886,0.001601622,0.198062264,0.279550604,0.389485062,0.559101208,0.004143075,0.554958132,2.007909521,0.226486946,4.015819041,1.847759065,2.168059976,1.788117435,0.528779927,3.576234869,1.414213562,2.162021307,-2.007909521,0.226486946,-4.015819041,-2.168059976,-1.847759065,-1.788117435,0.528779927,-3.576234869,-2.162021307,-1.414213562,0.219792086,0.302292981,0.439584172,0.006038669,0.433545503,1.414213562,0,2.828427125,1.414213562,1.414213562,1.20289526,0.073859896,2.405790519,1.150668426,1.255122093,1.847619048,0.188561808,3.695238095,1.714285714,1.980952381,2,0,4,2,2,0.483976544,0.005619366,0.967953089,0.480003052,0.487950036,2.5,0.707106781,5,2,3,1,0,2,1,1,0.152380952,0.188561808,0.304761905,0.019047619,0.285714286,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
3,1,0,40,4,1,0,2,40,0.5,305,0,0,0,0.5,0,0,88.3333,13.33333333,38,1,33.33333333,0,0,0,0,2,172,233.3452378,344,7,337,171,233.3452378,342,6,336,48.5,64.34671709,97,3,94,97,128.6934342,194,6,188,1,0,2,1,1,3,1.414213562,6,2,4,33.71887806,43.91445849,67.43775611,2.666666667,64.77108944,4.171504389,0.522646173,8.343008778,3.801937736,4.541071042,3.893815061,0.914763477,7.787630123,3.246979604,4.540650519,0.099109296,0.13994063,0.198218592,0.000156328,0.198062264,0.099109296,0.13994063,0.198218592,0.000156328,0.198062264,0.277689327,0.392117304,0.555378655,0.000420523,0.554958132,2.008819608,0.227774005,4.017639216,1.847759065,2.169880151,1.791737573,0.533899575,3.583475145,1.414213562,2.169261583,-2.008819608,0.227774005,-4.017639216,-2.169880151,-1.847759065,-1.791737573,0.533899575,-3.583475145,-2.169261583,-1.414213562,0.217082036,0.306125571,0.434164071,0.000618569,0.433545503,1.414213562,0,2.828427125,1.414213562,1.414213562,1.20501026,0.076850958,2.41002052,1.150668426,1.259352093,1.854175498,0.197834029,3.708350996,1.714285714,1.994065282,2,0,4,2,2,0.481753881,0.008762687,0.963507762,0.475557726,0.487950036,2.5,0.707106781,5,2,3,1,0,2,1,1,0.145824502,0.197834029,0.291649004,0.005934718,0.285714286,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2,1,0,6,20,0,0,2,6,0,145,1,0,0,0.625,0,0,69.5,5,5,5,0,0,0,0,0,2,102.5,13.43502884,205,93,112,105.5,13.43502884,211,96,115,28.5,3.535533906,57,26,31,56.5,6.363961031,113,52,61,1.5,0.707106781,3,1,2,2,0,4,2,2,19.06451703,1.18875795,38.12903406,18.22393822,19.90509584,5.096687874,0.334539974,10.19337575,4.86013239,5.333243359,4.835517193,0.008108613,9.671034386,4.829783538,4.841250849,0.002717066,0.000983969,0.005434131,0.002021294,0.003412837,0.002717066,0.000983969,0.005434131,0.002021294,0.003412837,0.261170681,0.342648588,0.522341362,0.018881541,0.503459821,2.297412026,0.015006346,4.594824052,2.286800937,2.308023115,2.264827314,0.008997699,4.529654627,2.25846498,2.271189648,-2.295051813,0.018314514,-4.590103627,-2.308002131,-2.282101496,-2.242967301,0.018718582,-4.485934603,-2.256203338,-2.229731265,0.032584712,0.006008648,0.065169425,0.028335957,0.036833468,1.442049804,0.003649283,2.884099609,1.439469372,1.444630237,1.285078186,0.00512257,2.570156373,1.281455982,1.28870039,2.059043779,0.007739072,4.118087558,2.053571429,2.064516129,2,0,4,2,2,0.323805349,0.000790816,0.647610698,0.323246158,0.324364541,3.5,0.707106781,7,3,4,1,0,2,1,1,0.020470518,0.002785823,0.040941036,0.018500644,0.022440393,1,0,2,1,1,1.30738945,0.378185456,2.614778899,1.03997195,1.57480695,0,0,0,0,0,0,0,0,0,0
2,1,0,3,22,1,0,2,3,2,407,0,0,0,0.5,0,0,202.5,12.5,24,1,50,0,0.5,25,25,2,289,398.8082246,578,7,571,300,415.7787873,600,6,594,48,63.63961031,96,3,93,96,127.2792206,192,6,186,1,0,2,1,1,2,0,4,2,2,21.6035948,26.7808606,43.2071896,2.666666667,40.54052294,10.94882128,10.10721963,21.89764255,3.801937736,18.09570482,4.134614657,1.255305531,8.269229314,3.246979604,5.02224971,0.099172067,0.139851858,0.198344134,0.000281869,0.198062264,0.099172067,0.139851858,0.198344134,0.000281869,0.198062264,6.81420662,8.851914102,13.62841324,0.554958132,13.07345511,3.08021701,1.742958741,6.16043402,1.847759065,4.312674955,1.880638193,0.659624038,3.761276385,1.414213562,2.347062823,-3.08021701,1.742958741,-6.16043402,-4.312674955,-1.847759065,-1.880638193,0.659624038,-3.761276385,-2.347062823,-1.414213562,1.199578817,1.083334703,2.399157634,0.433545503,1.965612132,1.428946536,0.020835571,2.857893072,1.414213562,1.44367951,1.218980607,0.096608012,2.437961214,1.150668426,1.287292787,1.897423067,0.258995328,3.794846135,1.714285714,2.08056042,2,0,4,2,2,0.579250645,0.129118559,1.15850129,0.487950036,0.670551254,9.5,10.60660172,19,2,17,1,0,2,1,1,0.144682196,0.199449494,0.289364392,0.003650106,0.285714286,1,0,2,1,1,1.230798538,0.326398422,2.461597075,1,1.461597075,0,0,0,0,0,0,0,0,0,0
5,0,0,20,45,8,0,2,20,0.75,260,1,0,0,0.5,0,0,50.8,5.4,12,1,40,0,0.5,131,65.5,4,98.5,97.47649289,394,12,203,129.75,146.5204764,519,11,320,16.5,11.09053651,66,6,30,32.5,22.09826539,130,11,59,1.75,0.957427108,7,1,3,2,0,8,2,2,10.48753601,6.786813913,41.95014403,4.333333333,19.71525157,30.59272855,51.61880639,122.3709142,3.931851653,108.0005326,5.399354103,2.140543221,21.59741641,3.732050808,8.338211529,0.025043946,0.031046397,0.100175784,0.001704786,0.068148347,0.025043946,0.031046397,0.100175784,0.001704786,0.068148347,25.19337445,49.64705309,100.7734978,0.081088123,99.66232103,4.516073982,4.636971359,18.06429593,1.941883635,11.45198064,2.226659838,0.460775203,8.906639352,1.770912051,2.715485559,-3.979209456,3.611787859,-15.91683782,-9.376437308,-1.941883635,-2.224690458,0.468275529,-8.898761834,-2.7653654,-1.770912051,2.289414144,4.298316709,9.157656575,0.073263649,8.736495083,1.517679658,0.1763287,6.070718633,1.414213562,1.779976638,1.28177866,0.073536915,5.12711464,1.216038302,1.376844288,2.251444884,0.613819697,9.005779535,1.833333333,3.15270936,2.25,0.5,9,2,3,2.123990846,3.491449135,8.495963385,0.315301768,7.360674881,29,52.01922721,116,2,107,1,0,4,1,1,0.075225519,0.074486701,0.300902077,0.01336478,0.166666667,1,0,4,1,1,1.275018916,0.43509504,5.100075664,1,1.914305224,0.082888285,0.16577657,0.331553141,0,0.331553141,0.013512417,0.027024834,0.054049667,0,0.054049667
3,0,0,19,27,1,0,1,19,0.5,136,1,0,0,0.75,0,0,44,5,13,1,33.33333333,0,0.5,17,17,2,98,124.4507935,196,10,186,105,135.764502,210,9,201,21.5,23.33452378,43,5,38,42.5,47.37615434,85,9,76,1.5,0.707106781,3,1,2,2,0,4,2,2,16.26713165,17.81974847,32.5342633,3.666666667,28.86759663,5.988866476,2.951115021,11.97773295,3.902113033,8.075619919,5.058292438,2.036833033,10.11658488,3.618033989,6.498550888,0.049293658,0.068721317,0.098587317,0.000700349,0.097886967,0.049293658,0.068721317,0.098587317,0.000700349,0.097886967,0.930574037,0.914281988,1.861148075,0.284079044,1.577069031,2.765499209,1.197150536,5.530998419,1.918985947,3.612012471,2.221965682,0.762909691,4.443931363,1.682507066,2.761424298,-2.305804204,0.547043625,-4.611608408,-2.692622461,-1.918985947,-2.102425973,0.593855013,-4.204851945,-2.522344879,-1.682507066,0.543533528,0.434240845,1.087067055,0.236478882,0.850588174,1.444157148,0.042346625,2.888314296,1.414213562,1.474100734,1.255370116,0.070760571,2.510740232,1.205334837,1.305405396,1.980645161,0.255470837,3.961290323,1.8,2.161290323,2,0,4,2,2,0.502971031,0.115023659,1.005942062,0.421637021,0.58430504,4.5,3.535533906,9,2,7,1,0,2,1,1,0.105841325,0.133160475,0.21168265,0.01168265,0.2,1,0,2,1,1,1.072566114,0.102623983,2.145132229,1,1.145132229,0.009600614,0.013577319,0.019201229,0,0.019201229,0.028301887,0.040024912,0.056603774,0,0.056603774
2,0,0,14,22,1,0,1,14,2,125,0,0,0,0.75,0,0,61.5,6.5,12,1,50,0,0.5,11,11,2,101,128.6934342,202,10,192,105,135.764502,210,9,201,25,28.28427125,50,5,45,49.5,57.27564928,99,9,90,1.5,0.707106781,3,1,2,2,0,4,2,2,16.74705497,18.49846255,33.49410995,3.666666667,29.82744328,4.797991018,1.266962797,9.595982035,3.902113033,5.693869003,4.615258247,1.410288071,9.230516494,3.618033989,5.612482505,0.049339075,0.068657087,0.098678151,0.000791183,0.097886967,0.049339075,0.068657087,0.098678151,0.000791183,0.097886967,0.182732771,0.143325274,0.365465541,0.081386497,0.284079044,2.241445704,0.456026962,4.482891408,1.918985947,2.563905461,2.092505694,0.579825621,4.185011389,1.682507066,2.502504323,-2.197756442,0.394241014,-4.395512884,-2.476526937,-1.918985947,-2.07768631,0.558867848,-4.155372621,-2.472865555,-1.682507066,0.14894001,0.123798659,0.29788002,0.061401138,0.236478882,1.432488067,0.025844053,2.864976135,1.414213562,1.450762573,1.250056331,0.063245744,2.500112663,1.205334837,1.294777826,1.946875,0.207712617,3.89375,1.8,2.09375,2,0,4,2,2,0.410006982,0.016447359,0.820013964,0.398376943,0.421637021,3,1.414213562,6,2,4,1,0,2,1,1,0.105481021,0.133670022,0.210962042,0.010962042,0.2,1,0,2,1,1,1.032613438,0.046122366,2.065226876,1,1.065226876,0,0,0,0,0,0,0,0,0,0
3,0,0,18,33,1,0,1,18,0.5,201,1,0,0,0.75,0,0,65.6667,6.666666667,18,1,33.33333333,0,0.5,80,80,2,154.5,197.282792,309,15,294,193,253.1442277,386,14,372,30,32.52691193,60,7,53,60,65.05382387,120,14,106,1,0,2,1,1,2,0,4,2,2,21.67147268,23.10561825,43.34294537,5.333333333,38.00961204,27.97913746,33.97342933,55.95827492,3.956295201,52.00197972,5.951993026,3.005065384,11.90398605,3.827090915,8.076895137,0.022016946,0.030671256,0.044033891,0.000329093,0.043704799,0.022016946,0.030671256,0.044033891,0.000329093,0.043704799,22.02714444,30.96836395,44.05428887,0.129204286,43.92508459,5.097753617,4.435232612,10.19550723,1.961570561,8.233936672,2.731619849,1.249967908,5.463239699,1.847759065,3.615480634,-4.09930101,3.023207394,-8.19860202,-6.237031459,-1.961570561,-2.178841897,0.468221831,-4.357683794,-2.509924729,-1.847759065,2.366133767,3.185264703,4.732267534,0.113811496,4.618456039,1.503857863,0.126776186,3.007715726,1.414213562,1.593502164,1.283273824,0.088884886,2.566547647,1.220422718,1.346124929,2.198639456,0.469480421,4.397278912,1.866666667,2.530612245,2,0,4,2,2,1.635052874,1.814700598,3.270105748,0.351865775,2.918239973,26.5,34.64823228,53,2,51,1,0,2,1,1,0.070985118,0.088173692,0.141970235,0.008636902,0.133333333,1,0,2,1,1,1.073599406,0.104085278,2.147198811,1,1.147198811,0.065503725,0.092636257,0.131007451,0,0.131007451,0.050357733,0.071216588,0.100715465,0,0.100715465
