depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
1,6,77,0,0,6,0.0513,1,0.135,1,1,6.125,1.1,5,1
1,6,97,0,0,6,0.0408,1,0.1255,1,1,7.44,1.18,10,1
1,1,51,437,0,1,0.8278,1,0.1774,0,0,7.5484,1.129032258,3,1
1,8,167,0,0,8,0.0235,1,0.1347,1,1,6.9535,1.139534884,13,1
1,18,65,376,0,18,0.9815,1,0.1538,0,0,8.1429,1.035714286,2,1
1,11,30,149,0,11,1.0118,1,0.2,0,0,3.7222,1,1,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,32,3,0,4,0.2,0,0.4444,0,0,72.8333,2.166666667,8,1
0,6,16,10,0,6,2,0,0.5333,0,0,11.4,1.6,2,1
0,21,177,3772,0,21,0.9634,0.5818,0.1224,0,0,20.618,1.550561798,16,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,26,3,0,4,0.2,0,0.4444,0,0,47.1667,1.833333333,6,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,17,109,1102,0,17,0.9411,0.5429,0.1231,0,0,21.449,1.612244898,10,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,52,3,0,4,0.2,0,0.4444,0,0,126.3333,3.333333333,15,1
0,14,22,26,0,14,0.8571,1,1,0,0,6.375,1.125,2,1
0,21,257,7884,0,21,0.9691,0.6351,0.1076,0,0,22.9453,1.625,27,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,29,3,0,4,0.2,0,0.4444,0,0,40.5,1.333333333,3,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,16,87,995,0,16,0.9372,0.5556,0.137,0,0,20.4255,1.468085106,10,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,29,3,0,4,0.2,0,0.4444,0,0,44.8333,1.666666667,5,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,17,110,1070,0,17,0.948,0.4722,0.1135,0,0,21.7708,1.541666667,10,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,26,3,0,4,0.2,0,0.4444,0,0,47.1667,1.833333333,6,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,17,109,1102,0,17,0.9411,0.5429,0.1231,0,0,21.449,1.612244898,10,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,21,3,0,4,0.2,0,0.4444,0,0,18.6667,1,1,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,16,70,574,0,16,0.9344,0.4444,0.1492,0,0,16.1389,1.388888889,5,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,29,3,0,4,0.2,0,0.4444,0,0,64.6667,2.333333333,9,1
0,9,27,15,0,9,0.4444,1,0.32,0,0,11.1,1.6,2,1
0,21,160,3140,0,21,0.9583,0.5952,0.124,0,0,18.9877,1.580246914,15,1
1,10,101,1225,0,10,0.0408,1,0.1138,0,0,5.02,1.02,2,1
1,9,101,0,0,9,0,1,0.1706,0,0,5.7407,1,1,1
1,9,63,465,0,9,0.0667,1,0.1129,0,0,4.4516,1.032258065,2,1
1,8,63,0,0,8,0,1,0.1844,0,0,5.0857,1,1,1
1,6,21,45,0,6,0.2222,1,0.3,0,0,4.8,1.1,2,1
1,5,21,0,0,5,0,1,0.3857,0,0,4.7857,1,1,1
1,10,51,300,0,10,0.0833,1,0.232,0,0,6.4,1.04,2,1
1,9,51,0,0,9,0,1,0.2759,0,0,6.6897,1,1,1
1,11,111,1485,0,11,0.037,1,0.1352,0,0,6.6727,1.018181818,2,1
1,10,111,0,0,10,0,1,0.1785,0,0,7.3051,1,1,1
1,7,29,91,0,7,0.1538,1,0.2338,0,0,8.9286,1.071428571,2,1
1,6,29,0,0,6,0,1,0.2546,0,0,8.2222,1,1,1
1,9,65,496,0,9,0.0645,1,0.1108,0,0,4.5938,1.03125,2,1
1,8,65,0,0,8,0,1,0.1759,0,0,5.2222,1,1,1
1,10,109,1431,0,10,0.0377,1,0.1168,0,0,4.963,1.018518519,2,1
1,9,109,0,0,9,0,1,0.1736,0,0,5.7069,1,1,1
1,9,65,496,0,9,0.0645,1,0.1125,0,0,4.4375,1.03125,2,1
1,8,65,0,0,8,0,1,0.1843,0,0,5.0833,1,1,1
1,6,21,45,0,6,0.2222,1,0.3,0,0,4.8,1.1,2,1
1,5,21,0,0,5,0,1,0.3857,0,0,4.7857,1,1,1
1,10,51,300,0,10,0.0833,1,0.204,0,0,5.56,1.04,2,1
1,9,51,0,0,9,0,1,0.2539,0,0,5.9655,1,1,1
1,9,59,406,0,9,0.0714,1,0.1069,0,0,4.4483,1.034482759,2,1
1,8,59,0,0,8,0,1,0.1791,0,0,5.0606,1,1,1
1,10,81,780,0,10,0.0513,1,0.1107,0,0,4.95,1.025,2,1
1,9,81,0,0,9,0,1,0.1621,0,0,5.6136,1,1,1
1,9,45,231,0,9,0.0952,1,0.2071,0,0,5.4545,1.045454545,2,1
1,8,45,0,0,8,0,1,0.2615,0,0,5.8077,1,1,1
0,50,123,4272,0,50,0.9846,1,0.0355,0,0,4.2062,1,1,1
0,50,121,4210,0,50,0.9848,1,0.0352,0,0,4.1875,1,1,1
0,41,86,3082,0,41,0.987,1,0.0388,0,0,3.65,1,1,1
0,41,86,3082,0,41,0.987,1,0.0388,0,0,3.65,1,1,1
0,97,215,17511,0,97,0.9937,1,0.0168,0,0,3.8474,1,1,1
0,88,180,14879,0,88,0.9942,1,0.0175,0,0,3.569,1,1,1
0,50,121,4210,0,50,0.9848,1,0.0352,0,0,4.1875,1,1,1
0,50,121,4210,0,50,0.9848,1,0.0352,0,0,4.1875,1,1,1
0,50,121,4210,0,50,0.9848,1,0.0352,0,0,4.1875,1,1,1
0,41,86,3082,0,41,0.987,1,0.0388,0,0,3.65,1,1,1
0,41,86,3082,0,41,0.987,1,0.0388,0,0,3.65,1,1,1
0,50,121,4210,0,50,0.9848,1,0.0352,0,0,4.1875,1,1,1
0,54,131,5068,0,54,0.9863,1,0.0325,0,0,4.1524,1,1,1
0,45,94,3742,0,45,0.9882,1,0.0352,0,0,3.6364,1,1,1
1,9,16,0,0,9,0.7222,1,0.5833,0,0,48.8571,1,1,1
1,5,19,0,0,5,0.1667,1,0.5,0,0,13.5714,1,1,1
1,13,33,0,0,13,0.9093,1,0.3571,0,0,77.7727,1,1,1
1,10,51,0,0,10,0.0476,1,0.3155,0,0,18.8182,1,1,1
1,10,23,0,0,10,0.82,1,0.3818,0,0,100.0909,1,1,1
1,6,27,0,0,6,0.1,1,0.33,0,0,20.3636,1,1,1
1,9,16,0,0,9,0.7222,1,0.5833,0,0,48.8571,1,1,1
1,5,19,0,0,5,0.1667,1,0.5,0,0,13.5714,1,1,1
1,13,34,0,0,13,0.9093,1,0.3238,0,0,67,1,1,1
1,9,50,0,0,9,0.0476,1,0.254,0,0,16.8636,1,1,1
1,12,30,0,0,12,0.8951,1,0.3395,0,0,66.5789,1,1,1
1,9,45,0,0,9,0.0556,1,0.2639,0,0,18.4737,1,1,1
0,31,121,174,0,31,2,0,0.2452,0,0,23.3939,1,1,1
0,13,41,0,0,13,2,0,0.5417,0,0,13.6667,1,1,1
0,7,17,0,0,7,2,0,0.7778,0,0,10.3333,1,1,1
0,21,82,55,0,21,2,0,0.3435,0,0,21,1,1,1
0,53,210,371,0,53,2,0,0.2814,0,0,42.3684,1.052631579,3,1
0,21,80,78,0,21,0.9375,1,0.3125,0,0,38.0588,1.352941176,7,1
0,13,51,0,0,13,2,0,0.4833,0,0,28.9167,1,1,1
0,32,132,436,0,32,2,0,0.2722,0,0,24.3611,1,1,1
0,14,43,6,0,14,2,0,0.5385,0,0,13,1,1,1
0,7,17,0,0,7,2,0,0.7778,0,0,10.3333,1,1,1
0,20,61,153,0,20,2,0,0.3182,0,0,15.5455,1,1,1
0,13,39,0,0,13,0.8889,1,0.5,0,0,17,1,1,1
0,27,96,114,0,27,2,0,0.2727,0,0,23.7143,1,1,1
0,18,50,95,0,18,2,0,0.3333,0,0,13.3684,1,1,1
1,7,18,21,0,7,2,0,0.5429,0,0,11.4286,1.142857143,2,1
1,9,17,21,0,9,2,0,0.5429,0,0,10.1429,1,1,1
1,3,6,3,0,3,2,0,0.5833,0,0,6.6667,1,1,1
1,6,15,10,0,6,2,0,0.52,0,0,11,1.2,2,1
1,6,15,10,0,6,2,0,0.52,0,0,11,1.2,2,1
0,26,67,135,0,26,0.9118,0,0.3725,0,0,50.6667,1.333333333,4,1
1,7,31,103,0,7,0.0714,1,0.2667,0,0,6.3333,1.066666667,2,1
0,61,380,20917,0,61,0.9854,0.6417,0.2146,0,0,67.8213,2.028985507,23,1
0,13,30,6,0,13,0.625,0,0.6875,0,0,34.8,1,1,1
1,4,13,13,0,4,0.2,1,0.3333,0,0,6.3333,1.166666667,2,1
0,42,178,2375,0,42,0.9684,0.6383,0.2403,0,0,54.338,1.690140845,17,1
1,10,117,1653,0,10,0.0351,1,0.1614,0,0,5.0862,1.017241379,2,1
1,11,335,13861,0,11,0.012,1,0.1538,0,0,5.5808,1.005988024,2,1
0,19,91,139,0,19,0.75,0,0.2901,0,0,63.6316,2.210526316,5,1
1,5,11,8,0,5,0.25,1,0.3333,0,0,5.8,1.2,2,1
0,71,321,8762,0,71,0.9844,0.6782,0.1503,0,0,47.5109,1.489051095,17,1
1,16,112,1276,0,16,0.9057,0.9655,0.1275,0,0,15.9565,1.144927536,3,1
1,12,215,5671,0,12,0.0189,1,0.1097,0,0,4.9533,1.009345794,2,1
0,10,21,2,0,10,0.6667,0,0.6667,0,0,31.75,1,1,1
1,4,11,8,0,4,0.25,1,0.32,0,0,6.4,1.2,2,1
0,41,199,4152,0,41,0.97,0.5741,0.2826,0,0,60.5806,1.774193548,14,1
1,10,157,3003,0,10,0.026,1,0.1859,0,0,5.4103,1.012820513,2,1
0,21,73,258,0,21,0.9034,0,0.4837,0,0,40.625,1.25,4,1
1,7,35,134,0,7,0.0625,1,0.3529,0,0,6.6471,1.058823529,2,1
0,53,212,2922,0,53,0.981,0.7407,0.1618,0,0,43.0625,1.4875,20,1
0,13,30,6,0,13,0.625,0,0.6875,0,0,34.8,1,1,1
1,4,13,13,0,4,0.2,1,0.3333,0,0,6.3333,1.166666667,2,1
0,11,26,6,0,11,0.625,0,0.6667,0,0,29.2,1,1,1
1,4,13,13,0,4,0.2,1,0.2917,0,0,5.8333,1.166666667,2,1
0,42,178,2375,0,42,0.9684,0.6383,0.2403,0,0,54.338,1.690140845,17,1
1,10,117,1653,0,10,0.0351,1,0.1614,0,0,5.0862,1.017241379,2,1
0,41,152,1668,0,41,0.9612,0.6316,0.2288,0,0,47.8333,1.55,14,1
1,10,97,1128,0,10,0.0426,1,0.1458,0,0,4.875,1.020833333,2,1
1,11,121,1770,0,11,0.0339,1,0.1205,0,0,4.9,1.016666667,2,1
0,13,33,24,0,13,0.5714,0,0.6429,0,0,25.125,1,1,1
1,5,15,19,0,5,0.1667,1,0.3571,0,0,6.7143,1.142857143,2,1
0,48,221,4138,0,48,0.9759,0.6765,0.253,0,0,62.3548,1.903225806,20,1
1,10,157,3003,0,10,0.026,1,0.1655,0,0,5.1154,1.012820513,2,1
1,19,55,39,0,19,0.8333,0.5,0.2778,0,0,44.4,2.1,6,1
1,20,30,3,0,20,2,0,0.5556,0,0,58.3333,1,1,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,3,6,1,0,3,2,0,0.6,0,0,9.5,1,1,1
0,2,9,7,0,2,0.875,0.25,0.4444,0,0,8.7143,1.571428571,4,1
1,1,8,4,0,1,0,1,0.4375,0,0,12.25,1.5,3,1
0,3,10,10,0,3,2,0,0.6,0,0,4.4,1,1,1
1,7,16,21,0,7,2,0,0.3333,0,0,10.1429,1,1,1
0,15,31,15,0,15,2,0,0.3958,0,0,35.3333,1.333333333,3,1
0,15,37,10,0,15,2,0,0.425,0,0,42,1.8,5,1
1,5,10,6,0,5,2,0,0.8333,0,0,5.25,1,1,1
0,19,66,55,0,19,2,0,0.4545,0,0,72.8182,1,1,1
0,28,101,36,0,28,2,0,0.3333,0,0,54.8889,1,1,1
0,4,4,1,0,4,2,0,0.5833,0,0,3.5,1,1,1
0,2,8,2,0,2,1,0.5,0.6,0,0,7.2,1,1,1
0,4,15,1,0,4,0.75,0,0.875,0,0,24.3333,1,1,1
0,3,5,0,0,3,2,0,0.6667,0,0,14,1,1,1
0,3,10,10,0,3,2,0,0.6,0,0,4.4,1,1,1
0,5,16,64,0,5,1,0,0.2182,0,0,4.0833,1,1,1
1,8,14,1,0,8,2,0,0.625,0,0,23,1.5,2,1
1,4,6,4,0,4,0.3333,1,0.3,0,0,3.5,1,1,1
1,28,115,169,0,28,0.8889,1,0.1556,0,0,47.2632,1.736842105,5,1
1,4,8,3,0,4,2,0,0.3333,0,0,9,1,1,1
0,14,29,15,0,14,2,0,0.3958,0,0,30,1.333333333,3,1
0,3,10,10,0,3,2,0,0.6,0,0,4.4,1,1,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
1,8,15,3,0,8,2,0,0.3333,0,0,21.6667,1,1,1
0,4,16,10,0,4,2,0,0.55,0,0,23.6,1,1,1
0,39,87,36,0,39,2,0,0.2778,0,0,86.2222,1,1,1
0,4,16,15,0,4,2,0,0.3667,0,0,13.3333,1.5,4,1
0,7,22,1,0,7,2,0,0.75,0,0,88.5,1,1,1
0,26,54,34,0,26,1,1,0.3906,0,0,34.6667,1,1,1
0,13,48,0,0,13,0.2857,1,0.1612,0,0,7.4091,1.045454545,2,1
0,16,28,43,0,16,1.037,0.3333,0.2639,0,0,7.6,1,1,1
0,15,77,253,0,15,1.0455,1,0.4275,0,0,15.7826,1,1,1
0,23,102,108,0,23,0.96,1,0.4,0,0,41.4375,1,1,1
1,26,78,5,0,26,0.8333,1,0.2963,0,0,74.5714,1.285714286,3,1
0,3,4,1,0,3,2,0,0.75,0,0,2.5,1,1,1
0,4,5,1,0,4,2,0,0.75,0,0,3,1,1,1
1,1,87,1478,0,1,0.9051,1,0.1429,0,0,6.5,1.071428571,3,1
1,7,191,0,0,7,0.0211,1,0.1241,1,1,8.3958,1.239583333,24,1
1,1,42,278,0,1,0.7824,1,0.1556,0,0,8.04,1.16,3,1
1,6,103,0,0,6,0.0392,1,0.1154,1,1,7.4423,1.173076923,10,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,46,3,0,4,0.2,0,0.4444,0,0,114.1667,3.166666667,14,1
0,5,13,4,0,5,0.6667,1,0.625,0,0,10,1.5,3,1
0,18,204,4360,0,18,0.9574,0.6667,0.1028,0,0,24.8021,1.8125,24,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,30,3,0,4,0.2,0,0.4444,0,0,38.1667,1.166666667,2,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,16,93,1161,0,16,0.9433,0.5714,0.1236,0,0,19.7059,1.411764706,10,1
1,11,145,2556,0,11,0.0282,1,0.1302,0,0,6.0417,1.013888889,2,1
1,10,145,0,0,10,0,1,0.1757,0,0,6.7895,1,1,1
1,8,53,325,0,8,0.08,1,0.2147,0,0,7.3462,1.038461538,2,1
1,7,53,0,0,7,0,1,0.2513,0,0,7.5333,1,1,1
1,9,77,703,0,9,0.0541,1,0.1196,0,0,4.7895,1.026315789,2,1
1,8,77,0,0,8,0,1,0.1845,0,0,5.4524,1,1,1
0,79,181,11493,0,79,0.9918,1,0.0211,0,0,3.9419,1,1,1
0,70,144,9317,0,70,0.9926,1,0.0222,0,0,3.587,1,1,1
0,31,83,1341,0,31,0.9668,1,0.063,0,0,4.6379,1,1,1
1,11,36,0,0,11,0.9132,1,0.322,0,0,85.8696,1,1,1
1,5,41,0,0,5,0.0588,1,0.3882,0,0,16.2778,1,1,1
0,66,309,1066,0,66,0.9322,1,0.2494,0,0,39.8667,1,1,1
0,38,118,131,0,38,2,0,0.3261,0,0,36.1304,1,1,1
0,16,54,9,0,16,2,0,0.4259,0,0,15.5,1,1,1
1,8,19,10,0,8,2,0,0.52,0,0,17.8,1.8,5,1
1,4,8,3,0,4,1.5,1,0.5833,0,0,11,1.333333333,2,1
0,16,52,28,0,16,0.8125,0,0.6,0,0,50.3333,1.333333333,4,1
1,5,19,34,0,5,0.125,1,0.3333,0,0,6.1111,1.111111111,2,1
0,61,527,65105,0,61,0.9924,0.6409,0.3243,0,0,80.4696,2.527624309,22,1
1,10,637,50403,0,10,0.0063,1,0.2199,0,0,6.456,1.003144654,2,1
0,16,43,22,0,16,0.7619,0,0.5143,0,0,44.75,1.375,4,1
1,5,17,26,0,5,0.1429,1,0.2708,0,0,6.25,1.125,2,1
0,38,203,4160,0,38,0.969,0.5532,0.2628,0,0,57.828,1.795698925,16,1
1,10,157,3003,0,10,0.026,1,0.1748,0,0,5.3462,1.012820513,2,1
0,10,36,4,0,10,0.6667,1,0.5556,0,0,48.25,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
0,3,10,10,0,3,2,0,0.6,0,0,4.4,1,1,1
0,8,15,19,0,8,0.8333,0,0.3611,0,0,9,1,1,1
0,22,73,118,0,22,1,0,0.1944,0,0,20.5625,1,1,1
0,3,10,10,0,3,1.25,0,0.6,0,0,3.8,1,1,1
1,11,32,53,0,11,0.9,1,0.325,0,0,17.0909,1.909090909,5,1
1,9,36,7,0,9,0.5,1,0.28,0,0,28.1667,1.166666667,2,1
1,19,63,0,0,19,0.45,1,0.3333,0,0,63.5,1.5,4,1
1,34,78,25,0,34,1,0.2727,0.3111,0,0,45.9,1.9,6,1
0,3,12,12,0,3,0.8857,0.2,0.4286,0,0,10.25,1.625,5,1
0,3,10,7,0,3,0.875,0.25,0.4444,0,0,7.1429,1.285714286,2,1
0,9,16,15,0,9,0.6667,0,0.4,0,0,7.2857,1,1,1
0,2,6,0,0,2,1,0.5,0.625,0,0,7,1,1,1
0,4,13,0,0,4,1,0,1,0,0,29,1,1,1
0,2,3,0,0,2,2,0,1,0,0,19,1,1,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
1,9,15,10,0,9,2,0,0.3333,0,0,13.4,1,1,1
0,6,9,3,0,6,2,0,0.5833,0,0,10.3333,1,1,1
0,22,36,21,0,22,2,0,0.375,0,0,32,1,1,1
0,16,29,21,0,16,2,0,0.375,0,0,26.5714,1,1,1
0,3,8,10,0,3,2,0,0.4,0,0,4,1,1,1
0,8,9,1,0,8,2,0,0.6,0,0,13,1,1,1
0,8,7,1,0,8,2,0,0.5833,0,0,13.5,1,1,1
0,10,38,0,0,10,0.2,1,0.1875,0,0,7.9375,1,1,1
0,16,28,30,0,16,1,0.3333,0.25,0,0,8.2222,1,1,1
0,17,87,159,0,17,0.9889,1,0.3333,0,0,36,1,1,1
1,1,60,632,0,1,0.8574,1,0.1592,0,0,7.2162,1.108108108,3,1
1,7,123,0,0,7,0.0323,1,0.127,1,1,8.4444,1.238095238,16,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,1,51,437,0,1,0.8278,1,0.1774,0,0,7.5484,1.129032258,3,1
1,7,113,0,0,7,0.0345,1,0.1373,1,1,7.8136,1.203389831,13,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,35,3,0,4,0.2,0,0.4444,0,0,72.8333,2.166666667,8,1
0,6,9,1,0,6,0.5,1,1,0,0,11.3333,1.333333333,2,1
0,17,146,1870,0,17,0.9467,0.62,0.1138,0,0,25.375,1.75,16,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,29,3,0,4,0.2,0,0.4444,0,0,60,2,7,1
0,5,11,6,0,5,2,0,1,0,0,10.5,1.25,2,1
0,17,128,1478,0,17,0.944,0.5909,0.1234,0,0,23.9123,1.719298246,13,1
1,10,83,820,0,10,0.05,1,0.0958,0,0,5.0732,1.024390244,2,1
1,9,83,0,0,9,0,1,0.1496,0,0,5.7333,1,1,1
1,8,41,190,0,8,0.1053,1,0.1813,0,0,5.45,1.05,2,1
1,7,41,0,0,7,0,1,0.25,0,0,5.75,1,1,1
1,10,75,666,0,10,0.0556,1,0.1059,0,0,4.8378,1.027027027,2,1
1,9,75,0,0,9,0,1,0.167,0,0,5.4878,1,1,1
1,7,33,120,0,7,0.1333,1,0.1719,0,0,5.25,1.0625,2,1
1,6,33,0,0,6,0,1,0.2389,0,0,5.45,1,1,1
0,50,123,4272,0,50,0.9846,1,0.0355,0,0,4.2062,1,1,1
0,41,86,3082,0,41,0.987,1,0.0388,0,0,3.65,1,1,1
0,36,95,1990,0,36,0.9743,1,0.0528,0,0,4.4928,1,1,1
0,27,58,1276,0,27,0.9795,1,0.0609,0,0,3.7308,1,1,1
1,11,28,0,0,11,0.8828,1,0.3203,0,0,65.1765,1,1,1
1,8,40,0,0,8,0.0625,1,0.2321,0,0,16.4118,1,1,1
1,10,25,0,0,10,0.8472,1,0.3125,0,0,61.0769,1,1,1
1,7,32,0,0,7,0.0833,1,0.2262,0,0,15.6154,1,1,1
0,37,146,26,0,37,0.8696,1,0.2565,0,0,30.3333,1,1,1
0,13,41,22,0,13,2,0,0.3661,0,0,11.625,1,1,1
0,22,80,0,0,22,2,0,0.3063,0,0,23.65,1,1,1
0,9,35,16,0,9,2,0,0.3571,0,0,12.5833,1,1,1
1,9,18,10,0,9,2,0,0.52,0,0,15.4,1,1,1
1,8,19,10,0,8,2,0,0.52,0,0,27.2,1,1,1
1,3,6,3,0,3,2,0,0.5833,0,0,6.6667,1,1,1
0,6,15,1,0,6,0.5,0,1,0,0,17.3333,1,1,1
1,4,9,4,0,4,0.3333,1,0.375,0,0,6,1.25,2,1
0,46,267,8359,0,46,0.9771,0.6087,0.2429,0,0,66.5038,2,17,1
1,10,223,6105,0,10,0.0182,1,0.1554,0,0,5.4865,1.009009009,2,1
0,41,238,6536,0,41,0.9743,0.5738,0.2593,0,0,63.4828,2.00862069,17,1
1,10,197,4753,0,10,0.0206,1,0.1633,0,0,5.2755,1.010204082,2,1
0,9,30,4,0,9,0.6667,1,0.5556,0,0,35.75,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
0,27,76,188,0,27,1,0,0.201,0,0,30.3,1,1,1
0,3,10,10,0,3,1.25,0,0.6,0,0,3.8,1,1,1
1,22,52,78,0,22,2,0,0.2019,0,0,26.1538,2,8,1
0,3,10,7,0,3,0.875,0.25,0.4444,0,0,7.1429,1.285714286,2,1
0,3,10,7,0,3,0.875,0.25,0.4444,0,0,7.1429,1.285714286,2,1
0,2,11,7,0,2,0.875,0.25,0.4444,0,0,7.4286,1.285714286,2,1
0,2,9,7,0,2,0.875,0.25,0.4444,0,0,8.7143,1.571428571,4,1
0,2,11,7,0,2,0.875,0.25,0.4444,0,0,7.4286,1.285714286,2,1
0,2,9,7,0,2,0.875,0.25,0.4444,0,0,8.7143,1.571428571,4,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
1,4,8,3,0,4,2,0,0.3333,0,0,9,1,1,1
0,4,12,6,0,4,2,0,0.5625,0,0,19,1,1,1
0,30,64,15,0,30,2,0,0.35,0,0,130.3333,1.166666667,2,1
0,12,21,4,0,12,1,1,0.4444,0,0,21.25,1,1,1
0,3,8,10,0,3,2,0,0.4,0,0,4,1,1,1
0,14,22,4,0,14,0.6667,1,0.4286,0,0,19,1,1,1
0,11,41,0,0,11,0.2353,1,0.1717,0,0,8.0556,1.055555556,2,1
0,15,26,34,0,15,1.0417,0.3333,0.25,0,0,7.4444,1,1,1
0,17,76,79,0,17,0.9846,1,0.3846,0,0,30.8571,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,2.5,1,1,1
1,1,4,1,0,1,1.8462,0,1,0,0,49,1,1,1
1,1,87,1478,0,1,0.9051,1,0.1429,0,0,6.5,1.071428571,3,1
1,7,165,0,0,7,0.0244,1,0.1175,1,1,9.1205,1.277108434,24,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,46,3,0,4,0.2,0,0.4444,0,0,109.5,2.833333333,12,1
0,4,10,0,0,4,0,1,0.5,0,0,9.5,1.5,3,1
0,18,193,3209,0,18,0.9512,0.6667,0.106,0,0,27.0602,1.746987952,24,1
1,11,111,1485,0,11,0.037,1,0.1123,0,0,6.4,1.018181818,2,1
1,10,111,0,0,10,0,1,0.1554,0,0,7.0508,1,1,1
1,8,49,276,0,8,0.087,1,0.2049,0,0,8.2917,1.041666667,2,1
1,7,49,0,0,7,0,1,0.2418,0,0,8.2857,1,1,1
0,59,141,6153,0,59,0.9879,1,0.0293,0,0,4.0957,1,1,1
0,50,104,4657,0,50,0.9895,1,0.0315,0,0,3.6224,1,1,1
1,11,34,0,0,11,0.905,1,0.3125,0,0,96.1429,1,1,1
1,7,39,0,0,7,0.0625,1,0.3403,0,0,20.7059,1,1,1
0,95,345,941,0,95,0.8878,1,0.1555,0,0,60.6,2.22,15,1
1,3,14,2,0,3,0.375,1,0.5,0,0,9,1.2,2,1
0,13,51,78,0,13,2,0,0.3409,0,0,18.3,1,1,1
1,6,15,10,0,6,2,0,0.52,0,0,11,1.2,2,1
1,3,6,3,0,3,2,0,0.5833,0,0,6.6667,1,1,1
0,14,41,20,0,14,0.8214,0,0.5,0,0,54.5,1.75,7,1
1,4,17,26,0,4,0.1429,1,0.2857,0,0,6.625,1.125,2,1
0,54,338,13671,0,54,0.9819,0.6633,0.2851,0,0,76.7784,2.233532934,23,1
1,10,289,10296,0,10,0.014,1,0.1973,0,0,5.7361,1.006944444,2,1
0,10,31,4,0,10,0.6667,1,0.5556,0,0,34.75,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
0,19,61,89,0,19,1,0,0.2154,0,0,19.0714,1,1,1
1,11,35,36,0,11,2,0,0.1944,0,0,23.2222,2.777777778,9,1
0,3,10,10,0,3,1.25,0,0.6,0,0,3.8,1,1,1
1,4,25,9,0,4,0.5,1,0.4167,0,0,27.5,2.833333333,9,1
0,3,4,1,0,3,2,0,0.6667,0,0,4,1,1,1
0,1,4,1,0,1,2,0,0.5833,0,0,7.5,1,1,1
0,3,4,1,0,3,2,0,0.6667,0,0,4,1,1,1
0,1,4,1,0,1,2,0,0.5714,0,0,9.5,1,1,1
