depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
0,1,4,1,0,1,2,0,0.75,0,0,3.5,1,1,1
