Class Complexity,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
0.4,5,66.2,78.9569503,331,7,166,122.6,157.959805,613,6,320,5.2,1.483239697,26,3,7,9.2,2.48997992,46,6,13,3.6,2.701851217,18,1,7,2,0,10,2,2,3.006277022,0.606817953,15.03138511,2.470961599,3.666666667,57.521321,73.9552496,287.606605,3.801937736,150.000182,4.428395087,1.287947079,22.14197544,3.246979604,5.837530943,0.104426957,0.055002069,0.522134783,0.06288122,0.198062264,0.104426957,0.055002069,0.522134783,0.06288122,0.198062264,53.09292591,72.68558799,265.4646296,0.284079044,144.1787851,6.249209501,5.972571051,31.24604751,1.847759065,13.28285007,1.865186145,0.388596631,9.325930725,1.414213562,2.292217676,-5.42267497,4.843972244,-27.11337485,-11.22962156,-1.847759065,-1.860057664,0.381755974,-9.300288319,-2.274102676,-1.414213562,4.384023356,5.602042578,21.92011678,0.236478882,11.02836471,1.63875447,0.307495574,8.19377235,1.414213562,1.981667808,1.281439176,0.131229738,6.407195881,1.150668426,1.431916884,2.613651625,1.153892928,13.06825813,1.714285714,3.898550725,2.4,0.547722558,12,2,3,4.61385638,5.720045482,23.0692819,0.421637021,11.34274033,56,74.42781738,280,2,149,1,0,5,1,1,0.14750741,0.116400417,0.737537052,0.023366192,0.285714286,1,0,5,1,1,1.401119571,0.549662066,7.005597857,1,2.032688036,0.230277918,0.315321408,1.151389592,0,0.576388813,0.017496341,0.024118054,0.087481707,0,0.047665607
0.4,5,88.8,87.80489736,444,7,198,132.6,148.2474283,663,6,297,20.4,15.66205606,102,3,46,40,31.04834939,200,6,91,1.8,0.447213595,9,1,2,2,0,10,2,2,11.29547822,7.088815776,56.47739108,2.666666667,21.95062298,45.35727127,57.52615107,226.7863564,3.801937736,121.0002101,5.573287311,2.862602033,27.86643656,3.246979604,10.19666937,0.043580322,0.086416873,0.217901608,0.000976589,0.198062264,0.043580322,0.086416873,0.217901608,0.000976589,0.198062264,39.78398396,55.27830231,198.9199198,0.02277389,114.5129842,5.728236962,5.200413139,28.64118481,1.847759065,12.02457683,2.125521735,0.560409516,10.62760868,1.414213562,2.935549401,-4.900156591,4.074686598,-24.50078296,-9.991523934,-1.847759065,-2.169468304,0.624405752,-10.84734152,-3.094903585,-1.414213562,3.602715227,4.761990196,18.01357613,0.021563156,9.685822118,1.568707294,0.216336562,7.84353647,1.414213562,1.864454471,1.281228727,0.095636294,6.406143633,1.150668426,1.388932597,2.411105586,0.76843569,12.05552793,1.714285714,3.455621302,2.2,0.447213595,11,2,3,3.293654352,4.173159939,16.46827176,0.232310684,9.036275162,43.8,58.02757965,219,2,120,1,0,5,1,1,0.087178194,0.112732081,0.435890971,0.015228426,0.285714286,1,0,5,1,1,1.258016208,0.400599971,6.290081041,1,1.912087912,0.151490309,0.215076729,0.757451543,0,0.459075465,0.022117079,0.030684859,0.110585396,0,0.062274942
0.4,15,104.4666667,77.24161227,1567,5,253,114.4,85.35873878,1716,4,265,31.4,21.50348809,471,2,93,61.73333333,43.36961851,926,4,185,2.333333333,2.716790824,35,1,12,2.133333333,0.351865775,32,2,3,21.16811895,14.35481187,317.5217842,2,62.36311947,11.65610687,13.27072056,174.8416031,3.618033989,53.00150966,4.868138287,1.402956236,73.02207431,2.618033989,9.128924441,0.031614111,0.097640806,0.474211666,0.000231507,0.381966011,0.031614111,0.097640806,0.474211666,0.000231507,0.381966011,6.787968584,12.63604078,101.8195288,0.008215279,47.50150971,3.432307039,1.934970341,51.48460559,1.732050808,8.250815623,2.204622317,0.568080288,33.06933476,1,3.853961736,-2.803363478,1.177875583,-42.05045217,-6.331413089,-1.732050808,-2.113613891,0.356793758,-31.70420836,-2.639105127,-1,1.227684722,1.741824419,18.41527083,0.003186795,6.099723003,1.471587378,0.080186234,22.07381068,1.414213562,1.721122933,1.277150971,0.059848376,19.15726456,1.092820323,1.367600662,2.115894562,0.289393351,31.73841844,1.6,2.934579439,2.066666667,0.25819889,31,2,3,0.90705973,1.194214869,13.60589596,0.181020335,4.823822621,10.13333333,13.56922288,152,2,52,1,0,15,1,1,0.055676027,0.098032402,0.835140398,0.008312943,0.4,1,0,15,1,1,1.126162686,0.171586943,16.8924403,1,1.611111111,0.043463115,0.082450808,0.651946721,0,0.307205988,0.049169483,0.069444466,0.73754224,0,0.161500816
0.375,16,134.625,156.6451936,2154,3,510,236.875,409.3865126,3790,2,1633,22.1875,16.22844725,355,1,57,44.125,32.53280396,706,2,114,1.3125,0.602079729,21,1,3,2.5,1.211060142,40,2,6,14.40929663,11.17216949,230.5487461,1.333333333,42.30572047,38.50767787,95.56482239,616.122846,3,380.0000349,34.96704347,90.20227542,559.4726956,1,360.9972534,0.080402992,0.249880038,1.286447867,0.000418624,1,0.080402992,0.249880038,1.286447867,0.000418624,1,3.540634399,6.824118171,56.65015038,0.007193573,19.0176807,5.943719412,9.112296895,95.0995106,1.414213562,34.74331129,2.297712631,1.036119511,36.76340209,9.7795E-17,4.27624955,-5.246633541,7.784321758,-83.94613666,-31.00573391,-1.414213562,-2.188401987,0.842572546,-35.01443179,-3.542312522,9.7795E-17,3.646006782,8.319434488,58.33610851,0.015261345,30.46706174,1.57571755,0.343106259,25.2114808,1.414213562,2.532693124,1.269299051,0.118552094,20.30878482,0.942809042,1.447371987,2.501269669,1.348622903,40.0203147,1.333333333,6.403921569,2.25,0.856348839,36,1,5,3.116576324,7.223858881,49.86522118,0.213082632,27.75760899,37.25,96.42440908,596,2,381,1,0,16,1,1,0.092728351,0.166811531,1.483653622,0.004689755,0.666666667,1,0,16,1,1,1.319467622,0.567136767,21.11148195,1,3.02539389,0.082617452,0.184654312,1.321879236,0,0.598636534,0.016411761,0.040716643,0.262588174,0,0.136790975
0.352941176,17,159.5294118,157.7898593,2712,11,552,166.8823529,166.3760358,2837,10,578,31.88235294,21.48511797,542,5,79,59.58823529,44.57726273,1013,10,157,5.941176471,10.99130673,101,1,44,2.705882353,0.919558718,46,2,5,21.49489629,14.24139079,365.4132369,4,56.27038907,5.50682593,1.191757106,93.61604081,3.918985947,8.166671474,4.911668685,0.647142055,83.49836764,3.682507066,5.805464584,0.011833605,0.020112443,0.201171288,0.000241992,0.081014053,0.011833605,0.020112443,0.201171288,0.000241992,0.081014053,0.595157246,0.795618684,10.11767318,0.002112534,2.36120689,2.421801708,0.270661066,41.17062904,1.931851653,2.859394708,2.295324508,0.269857885,39.02051663,1.732050808,2.648235521,-2.398421319,0.260938684,-40.77316242,-2.8593947,-1.931851653,-2.255066593,0.23731714,-38.33613208,-2.631807434,-1.732050808,0.1264772,0.118585513,2.150112407,0.009360625,0.378960502,1.445811752,0.016090655,24.57879979,1.414213562,1.465243589,1.277763935,0.025502212,21.72198689,1.199228021,1.303185614,2.055628906,0.081064607,34.94569141,1.818181818,2.138211382,2,0,34,2,2,0.394095324,0.060461334,6.699620507,0.266880256,0.458270892,3.823529412,1.42457424,65,2,7,1,0,17,1,1,0.034986395,0.043052574,0.594768723,0.003800731,0.181818182,1,0,17,1,1,1.353946401,0.315644923,23.01708882,1,1.956802821,0,0,0,0,0,0,0,0,0,0
0.333333333,3,114,147.0340097,342,4,281,128,172.6528308,384,3,325,15.33333333,13.0128142,46,2,28,30,26.51414717,90,3,56,1.666666667,0.577350269,5,1,2,5,5.196152423,15,2,11,10.89414506,8.859674303,32.68243518,1.666666667,19.33333333,8.161065161,7.722611053,24.48319548,3.414213562,17.07201889,6.392365628,5.969587803,19.17709688,2,13.18923553,0.197596093,0.33618302,0.59278828,0.003036967,0.585786438,0.197596093,0.33618302,0.59278828,0.003036967,0.585786438,1.768699533,1.961019548,5.306098599,0.009101678,3.882783358,2.590238859,1.368838964,7.770716578,1.618033989,4.155615762,2.131484359,1.589899228,6.394453077,0.618033989,3.788143174,-2.590230961,1.368825416,-7.770692884,-4.155592068,-1.618033989,-2.115612664,1.565136844,-6.346837993,-3.74052809,-0.618033989,0.458754501,0.501869658,1.376263502,0.008790913,1,1.450683542,0.063167857,4.352050625,1.414213562,1.523623501,1.23505831,0.10670725,3.705174929,1.118033989,1.326968351,1.926026513,0.407975888,5.77807954,1.5,2.31316726,1.833333333,0.288675135,5.5,1.5,2,0.634617921,0.48018266,1.903853762,0.185637154,1.140866339,6.666666667,8.082903769,20,2,16,1,0,3,1,1,0.181116344,0.276486896,0.543349031,0.008261312,0.5,1,0,3,1,1,1.261260803,0.452516985,3.78378241,1,1.78378241,0,0,0,0,0,0,0,0,0,0
0.333333333,9,55.22222222,37.6257152,497,17,130,72,61.43085544,648,16,172,14.33333333,6.519202405,129,7,25,26.66666667,14.35270009,240,10,49,3.777777778,4.576510073,34,1,14,3.111111111,1.691481928,28,2,6,9.527297931,4.997274363,85.74568138,3.812989922,17.58269231,20.31645003,25.78423355,182.8480503,3.965946199,74.00076687,4.533450117,0.800794717,40.80105106,3.864944459,5.583583722,0.019582159,0.015684106,0.176239434,0.003121852,0.041093502,0.019582159,0.015684106,0.176239434,0.003121852,0.041093502,15.78299991,25.05239141,142.0469992,0.025522153,68.41718315,4.103527451,3.108253436,36.93174706,1.969615506,9.614484723,2.030387781,0.133669797,18.27349003,1.879385242,2.241690896,-3.449225051,2.152553207,-31.04302546,-7.616608537,-1.969615506,-2.040860781,0.143354286,-18.36774703,-2.246187115,-1.879385242,2.07313967,2.985948879,18.65825703,0.024089411,7.378835634,1.542686975,0.199197731,13.88418277,1.414213562,1.896244889,1.299383415,0.080590301,11.69445073,1.227064977,1.428545091,2.354429544,0.666828134,21.1898659,1.882352941,3.557894737,2.222222222,0.440958552,20,2,3,1.93567233,2.625277649,17.42105097,0.238832574,7.221003333,18.77777778,26.16188916,169,2,73,1,0,9,1,1,0.060724434,0.034228924,0.546519907,0.020512821,0.117647059,1,0,9,1,1,1.311399712,0.439571489,11.80259741,1,2.144456887,0.124191042,0.201559097,1.11771938,0,0.488011696,0.035339011,0.054664807,0.318051102,0,0.127035831
0.333333333,3,112.3333333,183.3257574,337,4,324,119.3333333,197.180966,358,3,347,11,13.89244399,33,2,27,21.33333333,27.53785274,64,3,53,1.666666667,0.577350269,5,1,2,2.333333333,0.577350269,7,2,3,5.901158124,5.949628072,17.70347437,1.666666667,12.70347437,11.45760165,13.5307055,34.37280494,3.414213562,27.07920614,4.178572768,2.563695164,12.5357183,2,7.003629418,0.235958436,0.308760986,0.707875307,0.001474111,0.585786438,0.235958436,0.308760986,0.707875307,0.001474111,0.585786438,7.279028879,11.09496758,21.83708664,0.347296355,20.07557672,2.936688083,2.042900091,8.81006425,1.618033989,5.289917228,1.568924326,0.927311323,4.706772979,0.618033989,2.470705001,-2.936644722,2.042825169,-8.809934166,-5.289787144,-1.618033989,-1.570310315,0.92933397,-4.710930946,-2.474862969,-0.618033989,1.367763757,1.306966985,4.103291271,0.284079044,2.819212227,1.431413268,0.029790764,4.294239804,1.414213562,1.465812679,1.195631503,0.085957113,3.58689451,1.118033989,1.288026851,1.806584362,0.321955647,5.419753086,1.5,2.141975309,1.833333333,0.288675135,5.5,1.5,2,0.798068697,0.505039672,2.394206092,0.440958552,1.375897271,10,13.85640646,30,2,26,1,0,3,1,1,0.242951242,0.247336588,0.728853725,0.006631503,0.5,1,0,3,1,1,1.241900139,0.418983331,3.725700417,1,1.725700417,0,0,0,0,0,0,0,0,0,0
0.333333333,15,147.9333333,182.3080073,2219,7,561,289.4,534.778165,4341,6,1930,24.6,19.45984877,369,3,69,49,38.99084142,735,6,138,1.266666667,0.457737708,19,1,2,2.4,1.298350602,36,2,7,15.84383612,12.51109804,237.6575419,2.666666667,40.65883573,50.70218308,128.2045315,760.5327462,3.801937736,457.0000241,48.66168876,123.9843575,729.9253314,3.246979604,443.9977632,0.019694803,0.049509917,0.295422052,0.000448912,0.198062264,0.019694803,0.049509917,0.295422052,0.000448912,0.198062264,2.040494321,4.479226248,30.60741481,0.007193573,13.0043559,6.272350395,11.10442692,94.08525592,1.847759065,38.30450596,2.249410918,0.611909327,33.74116376,1.414213562,3.640534172,-5.776115376,9.816911263,-86.64173065,-34.57057848,-1.847759065,-2.226655894,0.557876121,-33.39983841,-3.542207511,-1.414213562,4.022939477,10.54785703,60.34409216,0.02277389,34.66397179,1.573162825,0.397282846,23.59744238,1.414213562,2.625084426,1.278245936,0.071657726,19.17368904,1.150668426,1.444069971,2.565596642,1.602172542,38.48394964,1.714285714,6.88057041,2.4,1.055597326,36,2,5,3.821776455,9.562244917,57.32664682,0.235504108,32.35089418,49.26666667,129.1458017,739,2,458,1,0,15,1,1,0.056865781,0.068110182,0.852986711,0.004367537,0.285714286,1,0,15,1,1,1.37656233,0.783559067,20.64843494,1,3.415247008,0.081215986,0.215020317,1.218239786,0,0.654720174,0.004277261,0.011864566,0.064158912,0,0.041748795
0.333333333,3,74.33333333,119.2322663,223,4,212,78,127.314571,234,3,225,7.333333333,8.386497084,22,2,17,14,16.52271164,42,3,33,2,1,6,1,3,2,0,6,2,2,6.225883534,7.048526422,18.6776506,1.666666667,14.34431727,5.498753987,3.280484148,16.49626196,3.414213562,9.280110664,3.617669245,1.831370478,10.85300773,2,5.606028131,0.263174446,0.295486248,0.789523338,0.005674636,0.585786438,0.263174446,0.295486248,0.789523338,0.005674636,0.585786438,1.881084742,1.61112097,5.643254227,0.554958132,3.674082533,2.209439861,0.833351096,6.628319582,1.618033989,3.162526528,1.493773349,0.918108284,4.481320046,0.618033989,2.449072494,-2.209420233,0.833317425,-6.628260699,-3.162467645,-1.618033989,-1.493237585,0.917272173,-4.479712755,-2.447465203,-0.618033989,0.715666512,0.28323373,2.146999536,0.433545503,1,1.429601425,0.02665256,4.288804275,1.414213562,1.460377151,1.188375434,0.094984751,3.565126303,1.118033989,1.296423888,1.778975741,0.316321375,5.336927224,1.5,2.122641509,1.833333333,0.288675135,5.5,1.5,2,0.531081994,0.044782561,1.593245983,0.487950036,0.577350269,4,3.464101615,12,2,8,1,0,3,1,1,0.265258066,0.245609782,0.795774198,0.010059912,0.5,1,0,3,1,1,1.230230409,0.398770766,3.690691228,1,1.690691228,0,0,0,0,0,0,0,0,0,0
0.333333333,3,38.33333333,48.52147291,115,5,94,64.66666667,95.70963031,194,4,175,5.333333333,3.055050463,16,2,8,9.333333333,5.507570547,28,4,15,3,2.645751311,9,1,6,2,0,6,2,2,3.446274689,1.952064111,10.33882407,2,5.666666667,29.86002257,45.15527281,89.5800677,3.618033989,82.00046315,4.0161111,1.489406306,12.0483333,2.618033989,5.582540246,0.160291332,0.192292195,0.480873996,0.038429439,0.381966011,0.160291332,0.192292195,0.480873996,0.038429439,0.381966011,25.84391147,43.80061994,77.5317344,0.113811496,76.41792291,4.586863986,4.743563952,13.76059196,1.732050808,10.06259495,1.682015801,0.611431281,5.046047404,1,2.181102945,-3.920534361,3.58991075,-11.76160308,-8.063606077,-1.732050808,-1.68204717,0.61146969,-5.046141509,-2.18119705,-1,2.904848185,4.321434198,8.714544555,0.101001741,7.881492007,1.589462036,0.303539261,4.768386109,1.414213562,1.939958984,1.25115907,0.170060616,3.75347721,1.092820323,1.430912956,2.399468085,1.154777679,7.198404255,1.6,3.723404255,2.333333333,0.577350269,7,2,3,2.986472012,4.403782162,8.959416035,0.341565026,8.070128452,28.33333333,45.61067127,85,2,81,1,0,3,1,1,0.188345535,0.188156594,0.565036605,0.040036605,0.4,1,0,3,1,1,1.413330283,0.71590905,4.239990849,1,2.239990849,0.185076832,0.320562477,0.555230496,0,0.555230496,0.023109843,0.040027422,0.069329529,0,0.069329529
0.333333333,15,137.1333333,217.9357267,2057,5,843,170,243.8360105,2550,4,850,29.13333333,54.46082034,437,2,222,57,109.1650127,855,4,444,3.2,3.426785249,48,1,13,2.333333333,0.6172134,35,2,4,18.30015778,35.19542936,274.5023667,2,144.24536,29.23237916,41.80671559,438.4856874,3.618033989,137.0001634,7.743423404,8.854350329,116.1513511,2.618033989,35.00363294,0.042994099,0.09539655,0.644911492,3.45121E-05,0.381966011,0.042994099,0.09539655,0.644911492,3.45121E-05,0.381966011,21.48895576,34.31803049,322.3343363,0.011824054,101.9965305,4.583958335,3.897553837,68.75937503,1.732050808,12.69136978,2.597742803,1.551820766,38.96614204,1,6.868926422,-3.934793979,3.004894419,-59.02190969,-10.72121715,-1.732050808,-2.353722016,0.954010326,-35.30583024,-4.996011398,-1,1.986215532,2.758237022,29.79323299,0.011365638,7.423117424,1.515289481,0.148058031,22.72934222,1.414213562,1.800854498,1.273471588,0.080332375,19.10207383,1.092820323,1.392459781,2.230547419,0.525781579,33.45821129,1.6,3.233128834,2.133333333,0.351865775,32,2,3,2.00883308,2.609949017,30.1324962,0.197948664,7.7797137,27.66666667,42.1708543,415,2,136,1,0,15,1,1,0.086014562,0.101429309,1.290218424,0.002395021,0.4,1,0,15,1,1,1.316445642,0.471984684,19.74668463,1,2.143161869,0.099248077,0.151039918,1.488721158,0,0.402751585,0.02806566,0.043959032,0.420984893,0,0.130968622
0.333333333,3,50.66666667,68.77014856,152,8,130,77.66666667,117.2404936,233,7,213,10,7.937253933,30,4,19,19.33333333,16.44181661,58,7,38,1.666666667,0.577350269,5,1,2,2,0,6,2,2,6.039674021,3.671622303,18.11902206,3,10.11902206,21.59963831,30.6587809,64.79891494,3.847759065,57.00130005,10.40756225,11.77865173,31.22268674,3.414213562,24.00653544,0.069195214,0.0753487,0.207585643,0.005200532,0.152240935,0.069195214,0.0753487,0.207585643,0.005200532,0.152240935,11.19207607,18.88222224,33.5762282,0.147918089,32.99476461,4.603328172,4.651560532,13.80998452,1.879385242,9.974304073,2.534111769,1.487406945,7.602335308,1.532088886,4.243155507,-3.38754826,2.545899436,-10.16264478,-6.326964337,-1.879385242,-2.131726378,0.796893174,-6.395179134,-3.035999332,-1.532088886,2.069216403,3.1732005,6.207649208,0.129204286,5.731148566,1.54783558,0.231440124,4.643506741,1.414213562,1.815079616,1.276753867,0.122430612,3.8302616,1.189692621,1.416744375,2.294688645,0.852325207,6.884065934,1.75,3.276923077,2.333333333,0.577350269,7,2,3,2.018560316,2.781319141,6.055680948,0.36313652,5.229634378,20.66666667,32.33161507,62,2,58,1,0,3,1,1,0.139419882,0.112338194,0.418259647,0.025402504,0.25,1,0,3,1,1,1.102603856,0.177715092,3.307811568,1,1.307811568,0.097669818,0.169169087,0.293009454,0,0.293009454,0.046816479,0.081088521,0.140449438,0,0.140449438
0.333333333,3,61,86.69486721,183,7,161,79,119.5784261,237,6,217,16.66666667,20.30599255,50,3,40,33,40.03748244,99,6,79,1.333333333,0.577350269,4,1,2,2,0,6,2,2,10.9952381,12.18925124,32.98571429,2.666666667,24.98571429,20.91987733,29.51556452,62.75963199,3.801937736,55.00139906,4.401490973,1.525117479,13.20447292,3.246979604,6.1304024,0.080858211,0.103743124,0.242574632,0.000807569,0.198062264,0.080858211,0.103743124,0.242574632,0.000807569,0.198062264,16.51838636,28.01899108,49.55515907,0.129204286,48.87099666,4.089707076,3.785032013,12.26912123,1.847759065,8.459791603,1.899311032,0.512820523,5.697933095,1.414213562,2.435960467,-3.411273037,2.610142388,-10.23381911,-6.424489484,-1.847759065,-1.892824303,0.502660745,-5.67847291,-2.416500283,-1.414213562,2.190396045,3.32369913,6.571188134,0.113811496,6.023831135,1.491798011,0.134380207,4.475394034,1.414213562,1.646966909,1.239569061,0.099860039,3.718707184,1.150668426,1.347616039,2.092201518,0.528128307,6.276604555,1.714285714,2.695652174,2,0,6,2,2,1.652812454,2.13653706,4.958437362,0.351865775,4.118621551,19.33333333,30.022214,58,2,54,1,0,3,1,1,0.145298482,0.134831995,0.435895445,0.016847826,0.285714286,1,0,3,1,1,1.041563147,0.071989482,3.124689441,1,1.124689441,0.068747622,0.119074374,0.206242865,0,0.206242865,0.031884058,0.055224808,0.095652174,0,0.095652174
